Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
490122;INOVA MOUNT VERNON HOSPITAL;01/01/2021;12/31/2021;237
490126;LEWISGALEHOSPITAL - ALLEGHANY;03/01/2021;2/28/2022;110
490127;BUCHANAN GENERAL HOSPITAL;07/01/2021;6/30/2022;49
490130;RIVERSIDE WALTER REED;01/01/2021;12/31/2021;67
490136;ST. FRANCIS MEDICAL CENTER;09/01/2021;8/31/2022;133
490140;STAFFORD HOSPITAL;01/01/2021;12/31/2021;90
490141;SPOTSYLVANIA REGIONAL MEDICAL CENTER;05/01/2021;4/30/2022;133
490143;RIVERSIDE DOCTORS HOSPITAL WILLIAMSB;01/01/2021;12/31/2021;40
490144;UVA HEALTH HAYMARKET MEDICAL CENTER;01/01/2021;12/31/2021;44
490145;STONESPRINGS HOSPITAL CENTER;11/01/2020;10/31/2021;124
491300;BATH COUNTY COMMUNITY HOSPITAL;01/01/2021;12/31/2021;14
491302;CARILION GILES COMMUNITY HOSPITAL;10/01/2020;9/30/2021;25
491303;DICKENSON COMMUNITY HOSPITAL;10/01/2020;9/30/2021;12
491304;CARILION STONEWALL JACKSON HOSPITAL;10/01/2020;9/30/2021;25
491305;SHENANDOAH MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
491307;PAGE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
491308;RAPPAHANNOCK GENERAL HOSPITAL;09/01/2021;8/31/2022;35
491309;LEE COUNTY COMMUNITY HOSPITAL;8/26/2021;6/30/2022;6
491991;LYNN HOUSE OF POTOMAC VALLEY  INC.;01/01/2021;12/31/2021;20
492001;LAKE TAYLOR TRANSITIONAL CARE HOSPIT;07/01/2021;6/30/2022;296
492007;HOSPITAL FOR EXTENDED RECOVERY;06/01/2021;5/31/2022;35
492008;SSH - HAMPTON ROADS;01/01/2021;12/31/2021;25
492009;VIBRA HOSPITAL OF RICHMOND  LLC;08/01/2021;7/31/2022;60
492010;CENTRA SPECIALTY HOSPITAL;01/01/2021;12/31/2021;36
492011;UVA TRANSITIONAL CARE HOSPITAL;07/01/2021;6/30/2022;40
493027;RIVERSIDE REHABILITATION INSTITUTE;01/01/2021;12/31/2021;50
493028;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;40
493029;UVA ENCOMPASS HEALTH REHABILITATION;01/01/2021;12/31/2021;50
493031;ENCOMPASS HEALTH REHABILITATION HOSP;06/01/2021;5/31/2022;64
493032;ENCOMPASS HEALTH REHABILITATION HOSP;06/01/2021;5/31/2022;58
493033;ENCOMPASS HEALTH REHABILITATION HOSP;06/01/2021;5/31/2022;60
493034;REHABILITATION HOSPITAL OF BRISTOL;06/01/2021;5/31/2022;25
493036;SHELTERING ARMS INSTITUTE;10/01/2020;9/30/2021;114
493300;CUMBERLAND HOSPITAL LLC;06/01/2021;5/31/2022;
493301;CHILDRENS HOSPITAL OF THE KINGS DA;07/01/2021;6/30/2022;189
494010;NORTHERN VIRGINIA MENTAL HEALTH INST;07/01/2021;6/30/2022;134
494017;SOUTHERN VIRGINIA MENTAL HEALTH INST;07/01/2021;6/30/2022;72
494021;WESTERN STATE HOSPITAL;07/01/2021;6/30/2022;246
494022;POPLAR SPRINGS HOSPITAL;09/01/2021;8/31/2022;168
494023;DOMINION HOSPITAL;02/01/2021;1/31/2022;116
494025;VIRGINIA BEACH PSYCHIATRIC CENTER;01/01/2021;12/31/2021;100
494029;SOUTHWESTERN VA MENTAL HLTH INST IPT;07/01/2021;6/30/2022;205
494032;THE PAVILION AT WILLIAMSBURG PLACE;01/01/2021;12/31/2021;66
494033;CATAWBA HOSPITAL;3/27/2021;6/30/2021;
494033;CATAWBA HOSPITAL;07/01/2021;6/30/2022;270
500002;PROV ST MARY MEDICAL CENTER;01/01/2021;12/31/2021;104
500003;PHD#1  DBA SKAGIT VALLEY HOSPITAL;01/01/2021;12/31/2021;137
500005;VIRGINIA MASON MEDICAL CENTER;01/01/2021;12/31/2021;266
500007;ISLAND HOSPITAL;01/01/2021;12/31/2021;43
500008;UNIVERSITY OF WASHINGTON MED CTR;07/01/2021;6/30/2022;636
500011;HIGHLINE MEDICAL CENTER;07/01/2021;6/30/2022;110
500014;PROV REGL MED CENTER EVERETT;01/01/2021;12/31/2021;538
500015;MULTICARE AUBURN MEDICAL CENTER;01/01/2021;12/31/2021;131
500016;CENTRAL WASHINGTON HOSPITAL;01/01/2021;12/31/2021;176
500019;PROVIDENCE CENTRALIA HOSPITAL;01/01/2021;12/31/2021;116
500021;ST CLARE HOSPITAL;07/01/2021;6/30/2022;106
500024;PROVIDENCE ST. PETER HOSPITAL;01/01/2021;12/31/2021;325
500025;SWEDISH MEDICAL CENTER CHERRY HILL;01/01/2021;12/31/2021;211
500026;SWEDISH EDMONDS;01/01/2021;12/31/2021;188
500027;SWEDISH MEDICAL CENTER;01/01/2021;12/31/2021;649
500030;ST. JOSEPH MEDICAL CENTER;07/01/2021;6/30/2022;248
500031;GRAYS HARBOR COMMUNITY HOSPITAL;01/01/2021;12/31/2021;49
500033;SAMARITAN HOSPITAL;01/01/2021;12/31/2021;48
500036;YAKIMA VALLEY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;246
500037;TOPPENISH COMMUNITY HOSPITAL;01/01/2021;12/31/2021;47
500039;HARRISON MEDICAL CENTER;07/01/2021;6/30/2022;238
500041;ST. JOHN MEDICAL CENTER;07/01/2021;6/30/2022;104
500044;DEACONESS MEDICAL CENTER;01/01/2021;12/31/2021;279
500050;PEACEHEALTH SOUTHWEST MEDICAL CENTER;07/01/2021;6/30/2022;405
500051;OVERLAKE HOSPITAL MEDICAL CENTER;07/01/2021;6/30/2022;310
500052;KFH - WASHINGTON;01/01/2021;12/31/2021;24
500053;TRIOS HEALTH;01/01/2021;12/31/2021;111
500054;PROV SACRED HEART MEDICAL CENTER;01/01/2021;12/31/2021;629
500058;KADLEC REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;300
500060;CASCADE VALLEY HOSPITAL;01/01/2021;12/31/2021;48
500064;HARBORVIEW MEDICAL CENTER;07/01/2021;6/30/2022;413
500072;OLYMPIC MEDICAL CENTER;01/01/2021;12/31/2021;78
500077;PROVIDENCE HOLY FAMILY HOSPITAL;01/01/2021;12/31/2021;184
500079;GOOD SAMARITAN HOSPITAL;01/01/2021;12/31/2021;368
500084;EVERGREEN HEALTH MONROE;01/01/2021;12/31/2021;27
500088;VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;317
500108;ST JOSEPH MEDICAL CENTER;07/01/2021;6/30/2022;328
500119;VALLEY HOSPITAL & MEDICAL CENTER;01/01/2021;12/31/2021;123
500124;EVERGREEN HEALTHCARE;01/01/2021;12/31/2021;333
500129;TACOMA GENERAL ALLENMORE HOSPITAL;01/01/2021;12/31/2021;401
500138;FRED HUTCHINSON CANCER CENTER;07/01/2021;6/30/2022;20
500139;CAPITAL MEDICAL CENTER;05/01/2021;12/04/2021;107
500141;ST FRANCIS HOSPITAL;07/01/2021;6/30/2022;118
500148;WENATCHEE VALLEY HOSPITAL;01/01/2021;12/31/2021;20
500150;LEGACY SALMON CREEK HOSPITAL;04/01/2021;3/31/2022;147
500151;ST ANTHONY HOSPITAL;07/01/2021;6/30/2022;112
500152;SWEDISH ISSAQUAH;01/01/2021;12/31/2021;163
500154;MULTICARE COVINGTON MEDICAL CENTER;01/01/2021;12/31/2021;43
501301;GARFIELD MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
501302;DAYTON GENERAL HOSPITAL;01/01/2021;12/31/2021;48
501303;WILLAPA HARBOR HOSPITAL;01/01/2021;12/31/2021;10
501304;SUMMIT PACIFIC MEDICAL CENTER;01/01/2021;12/31/2021;10
501305;LINCOLN HOSPITAL;01/01/2021;12/31/2021;25
501307;ODESSA MEMORIAL HOSPITAL;01/01/2021;12/31/2021;37
501308;COULEE MEDICAL CENTER;01/01/2021;12/31/2021;25
501309;PROVIDENCE ST JOSEPHS HOSPITAL;01/01/2021;12/31/2021;23
501310;NEWPORT COMMUNITY HOSPITAL;01/01/2021;12/31/2021;20
501311;EAST ADAMS RURAL HOSPITAL;01/01/2021;12/31/2021;12
501312;PROSSER MEMORIAL HEALTH;01/01/2021;12/31/2021;25
501313;CASCADE MEDICAL CENTER;01/01/2021;12/31/2021;9
501314;OCEAN BEACH HOSPITAL;01/01/2021;12/31/2021;25
501315;SKYLINE HOSPITAL;01/01/2021;12/31/2021;14
501316;KLICKITAT VALLEY HEALTH;01/01/2021;12/31/2021;16
501317;COLUMBIA BASIN HOSPITAL;01/01/2021;12/31/2021;69
501318;OTHELLO COMMUNITY HOSPITAL;01/01/2021;12/31/2021;16
501319;ARBOR HEALTH MORTON HOSPITAL;01/01/2021;12/31/2021;25
501320;QUINCY VALLEY MEDICAL CENTER;01/01/2021;12/31/2021;10
501321;NORTH VALLEY HOSPITAL;01/01/2021;12/31/2021;18
501322;FERRY COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
501323;JEFFERSON GENERAL HOSPITAL;01/01/2021;12/31/2021;25
501324;THREE RIVERS HOSPITAL;01/01/2021;12/31/2021;25
501325;FORKS COMMUNITY HOSPITAL;01/01/2021;12/31/2021;37
501326;PROVIDENCE MOUNT CARMEL HOSPITAL;01/01/2021;12/31/2021;25
501327;WHITMAN HOSPITAL & MEDICAL CENTER;01/01/2021;12/31/2021;25
501328;MID-VALLEY HOSPITAL;01/01/2021;12/31/2021;25
501329;UNITED GENERAL MEDICAL CENTER;07/01/2021;6/30/2022;35
501330;ASTRIA SUNNYSIDE HOSPITAL;01/01/2021;12/31/2021;25
501331;PULLMAN REGIONAL HOSPITAL;01/01/2021;12/31/2021;25
501332;TRI-STATE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
501333;KITTITAS VALLEY COMMUNITY HOSPITAL;01/01/2021;12/31/2021;26
501334;LAKE CHELAN COMMUNITY HOSPITAL;01/01/2021;12/31/2021;22
501335;ENUMCLAW REGIONAL HOSPITAL DBA SEH;07/01/2021;6/30/2022;25
501336;MASON GENERAL HOSPITAL;01/01/2021;12/31/2021;25
501337;LOURDES MEDICAL CENTER;07/01/2021;6/30/2022;35
501338;SNOQUALMIE VALLEY HOSPITAL;01/01/2021;12/31/2021;28
501339;WHIDBEY GENERAL HOSPITAL;01/01/2021;12/31/2021;25
501340;PEACE ISLAND MEDICAL CENTER;07/01/2021;6/30/2022;10
501992;SUNRISE HAVEN;10/01/2020;9/30/2021;8
502002;KINDRED HOSPITAL FIRST HILL;09/01/2021;8/31/2022;80
503025;ST. LUKES REHABILITATION INST.;01/01/2021;12/31/2021;91
503026;FRANCISCAN SPECIALTY CARE;01/01/2021;12/31/2021;60
503300;SEATTLE CHILDRENS HOSPITAL;10/01/2020;9/30/2021;357
503301;MARY BRIDGE CHILDRENS HOSP & HLT CT;01/01/2021;12/31/2021;
503302;SHRINERS HOSPITALS FOR CHILDREN;01/01/2021;12/31/2021;
504002;BHC FAIRFAX HOSPITAL;09/01/2021;8/31/2022;221
504004;EASTERN STATE HOSPITAL;07/01/2021;6/30/2022;367
504008;LOURDES COUNSELING CENTER;07/01/2021;6/30/2022;22
504009;NAVOS;01/01/2021;12/31/2021;70
504011;CASCADE BEHAVIORAL HEALTH;01/01/2021;12/31/2021;137
504012;SMOKEY POINT BEHAVIORAL HOSPITAL;01/01/2021;12/31/2021;115
504013;RAINIER SPRINGS;01/01/2021;12/31/2021;72
504014;INLAND NORTHWEST BEHAVIORAL HEALTH;04/01/2021;3/31/2022;100
504015;SOUTH SOUND BEHAVIORAL HOSPITAL;01/01/2021;12/31/2021;108
504016;WELLFOUND BEHAVIORAL HEALTH HOSPITAL;01/01/2021;12/31/2021;72
510001;WEST VIRGINIA UNIVERSITY HOSPITALS;01/01/2021;12/31/2021;675
510002;GREENBRIER VALLEY MEDICAL CENTER;05/01/2021;4/30/2022;71
510006;UNITED HOSPITAL CENTER;01/01/2021;12/31/2021;264
510007;ST. MARYS MEDICAL CENTER  INC.;10/01/2020;9/30/2021;379
510008;CITY HOSPITAL INC.;01/01/2021;12/31/2021;186
510012;PLEASANT VALLEY HOSPITAL;10/01/2020;9/30/2021;49
510013;REYNOLDS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;94
510022;CHARLESTON AREA MEDICAL CENTER  INC.;01/01/2021;12/31/2021;855
510023;WEIRTON MEDICAL CENTER;07/01/2021;6/30/2022;167
510024;MONONGALIA GENERAL HOSPITAL;07/01/2021;6/30/2022;160
510029;THOMAS MEMORIAL HOSPITAL;10/01/2020;9/30/2021;186
510030;DAVIS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;110
510031;ST FRANCIS HOSPITAL;10/01/2020;9/30/2021;65
510038;STONEWALL JACKSON MEMORIAL HOSPITAL;07/01/2021;6/30/2022;49
510046;PRINCETON COMMUNITY HOSPITAL;07/01/2021;6/30/2022;179
510048;LOGAN REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;140
510050;WHEELING HOSPITAL;10/01/2020;9/30/2021;367
510055;CABELL HUNTINGTON HOSPITAL;10/01/2020;9/30/2021;330
510058;CAMDEN-CLARK MEMORIAL HOSPITAL;01/01/2021;12/31/2021;275
510062;BECKLEY ARH;07/01/2021;6/30/2022;157
510070;RALEIGH GENERAL HOSPITAL;06/01/2021;5/31/2022;300
510072;WETZEL COUNTY HOSPITAL;01/01/2021;12/31/2021;25
510086;WELCH COMMUNITY HOSPITAL;07/01/2021;6/30/2022;76
510091;CHARLESTON SURGICAL HOSPITAL;01/01/2021;12/31/2021;8
511300;BROADDUS HOSPITAL ASSOCIATION;01/01/2021;12/31/2021;72
511301;WEBSTER COUNTY MEMORIAL HOSPITAL;07/01/2021;12/31/2021;25
511303;MINNIE HAMILTON HEALTH CARE CENTER;01/01/2021;12/31/2021;49
511304;SISTERSVILLE GENERAL HOSPITAL;10/01/2020;9/30/2021;4
511306;ROANE GENERAL HOSPITAL;10/01/2020;9/30/2021;69
511307;GRAFTON CITY HOSPITAL;07/01/2021;6/30/2022;25
511308;BRAXTON COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
511309;WAR MEMORIAL HOSPITAL;01/01/2021;12/31/2021;41
511310;SUMMERS COUNTY ARH;07/01/2021;6/30/2022;25
511311;HAMPSHIRE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;44
511312;PRESTON MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
511313;BOONE MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
511314;POCAHONTAS MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
511315;POTOMAC VALLEY HOSPITAL;01/01/2021;12/31/2021;25
511316;GRANT MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
511317;PLATEAU MEDICAL CENTER;01/01/2021;12/31/2021;25
511318;MONTGOMERY GENERAL HOSPITAL;01/01/2021;12/31/2021;69
511319;JEFFERSON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
511320;JACKSON GENERAL HOSPITAL;10/01/2020;12/31/2020;25
511320;JACKSON GENERAL HOSPITAL;01/01/2021;12/31/2021;25
511321;ST. JOSEPHS HOSPITAL OF BUCKHANNON;01/01/2021;12/31/2021;51
511322;SUMMERSVILLE REGIONAL MED CENTER;01/01/2021;12/31/2021;77
512002;SSH - CHARLESTON;09/01/2021;8/31/2022;32
512003;CORNERSTONE HOSPITAL OF HUNTINGTON;11/01/2020;10/31/2021;32
512004;SSH MORGANTOWN;08/01/2021;7/31/2022;25
512005;SSH WEIRTON;09/01/2021;8/31/2022;49
513025;PETERSON HEALTHCARE AND REHAB;01/01/2021;12/31/2021;172
513026;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;60
513027;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;40
513028;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;62
513030;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;96
514001;HIGHLAND HOSPITAL;01/01/2021;12/31/2021;115
514008;RIVER PARK HOSPITAL;01/01/2021;12/31/2021;187
514009;MILDRED MITCHELL-BATEMAN HOSPITAL;07/01/2021;6/30/2022;110
514011;HIGHLAND-CLARKSBURG HOSPITAL INC.;10/01/2020;9/30/2021;18
514012;WILLIAM R SHARPE JR HOSPITAL;07/01/2021;6/30/2022;200
520002;ASPIRUS STEVENS POINT HOSPITAL;07/01/2021;6/30/2022;82
520004;MCHS FRANCISCAN HEALTHCARE  INC;01/01/2021;12/31/2021;107
520008;WAUKESHA MEMORIAL HOSPITAL;10/01/2020;9/30/2021;262
520009;ASCENSION NE WISCONSIN-ST. ELIZABETH;07/01/2021;6/30/2022;292
520011;LAKEVIEW MEDICAL CENTER OF RICE LAKE;10/01/2020;12/31/2020;40
520011;LAKEVIEW MEDICAL CENTER OF RICE LAKE;01/01/2021;12/31/2021;40
520013;SACRED HEART HOSPITAL;07/01/2021;6/30/2022;192
520017;ST. JOSEPHS HOSPITAL;07/01/2021;6/30/2022;102
520019;ASPIRUS RHINELANDER HOSPITAL;07/01/2021;6/30/2022;42
520021;FROEDTERT SOUTH;07/01/2021;6/30/2022;228
520027;ASCENSION COLUMBIA ST MARYS OZAUKEE;07/01/2021;3/31/2022;121
520028;MONROE CLINIC;01/01/2021;12/31/2021;58
520030;ASPIRUS WAUSAU HOSPITAL;07/01/2021;6/30/2022;219
520033;ASPIRUS RIVERVIEW HOSPITAL & CLINICS;07/01/2021;6/30/2022;44
520034;AURORA MED CTR OF MANITOWOC COUNTY;01/01/2021;12/31/2021;69
520035;SHEBOYGAN MEMORIAL HOSPITAL;01/01/2021;12/31/2021;136
520037;MARSHFIELD MEDICAL CENTER;10/01/2020;12/31/2020;198
520037;MARSHFIELD MEDICAL CENTER;01/01/2021;12/31/2021;204
520038;AURORA MEDICAL CENTER - HARTFORD;01/01/2021;12/31/2021;35
520041;DIVINE SAVIOR HOSPITAL;07/01/2021;6/30/2022;166
520044;ST. NICHOLAS HOSPITAL;07/01/2021;6/30/2022;53
520045;THEDACARE REGIONAL MEDICAL CENTER -;01/01/2021;12/31/2021;151
520049;BELLIN MEMORIAL HOSPITAL;10/01/2020;9/30/2021;175
520051;ASCENSION COLUMBIA ST MARYS MILWAUKE;07/01/2021;6/30/2022;394
520057;ST. CLARE HOSPITAL;01/01/2021;12/31/2021;43
520059;MEMORIAL HOSPITAL OF BURLINGTON;01/01/2021;12/31/2021;37
520062;OCONOMOWOC MEMORIAL HOSPITAL;10/01/2020;9/30/2021;58
520063;ST. JOSEPHS COMM. HOSPT.;07/01/2021;6/30/2022;70
520066;MERCY HEALTH SYSTEM CORPORATION;07/01/2021;6/30/2022;209
520070;MCHS EAU CLAIRE HOSPITAL;01/01/2021;12/31/2021;186
520071;FORT ATKINSON MEMORIAL HOSPITAL;10/01/2020;9/30/2021;49
520075;ST. VINCENT HOSPITAL;07/01/2021;6/30/2022;256
520076;BEAVER DAM COMMUNITY HOSPITALS;01/01/2021;12/31/2021;163
520078;ASCENSION ST. FRANCIS HOSPITAL;07/01/2021;6/30/2022;154
520083;ST. MARYS HOSPITAL;01/01/2021;12/31/2021;374
520087;GUNDERSEN LUTHERAN MEDICAL CENTER  I;01/01/2021;12/31/2021;297
520088;ST. AGNES HOSPITAL;01/01/2021;12/31/2021;120
520089;MERITER HOSPITAL  INC.;01/01/2021;12/31/2021;350
520091;HOWARD YOUNG MEDICAL CENTER;07/01/2021;6/30/2022;42
520095;SAUK PRAIRIE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;36
520096;WHEATON FRANCISCAN HEALTHCARE - ALL;07/01/2021;6/30/2022;299
520097;ST. MARYS HOSPITAL MEDICAL CENTER;07/01/2021;6/30/2022;83
520098;UNIVERSITY OF WI HOSPITALS & CLINICS;07/01/2021;6/30/2022;624
520100;BELOIT MEMORIAL HOSPITAL  INC.;01/01/2021;12/31/2021;97
520102;AURORA LAKELAND MEDICAL CENTER;01/01/2021;12/31/2021;64
520103;COMMUNITY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;202
520107;HOLY FAMILY MEMORIAL INC;01/01/2021;6/30/2021;58
520107;HOLY FAMILY MEMORIAL INC;07/01/2021;6/30/2022;58
520109;MILE BLUFF MEDICAL CENTER  INC.;10/01/2020;9/30/2021;172
520113;AURORA MEDICAL CENTER - BAY AREA;01/01/2021;12/31/2021;55
520116;WATERTOWN REGIONAL MEDICAL CENTER;09/01/2021;8/31/2022;91
520136;ASCENSION SE WISCONSIN HOSPITAL  INC;07/01/2021;6/30/2022;309
520138;AURORA HEALTH CARE METRO  INC.;01/01/2021;12/31/2021;951
520139;WEST ALLIS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;202
520160;THEDACARE REGIONAL MEDICAL CENTER AP;01/01/2021;12/31/2021;147
520177;FROEDTERT MEM. LUTHERAN HOSPT.;07/01/2021;6/30/2022;711
520189;AURORA MEDICAL CENTER KENOSHA;01/01/2021;12/31/2021;91
520193;AURORA BAYCARE MEDICAL CENTER;01/01/2021;12/31/2021;169
520194;ORTHOPAEDIC HOSPITAL OF WISCONSIN;01/01/2021;12/31/2021;30
520196;OAK LEAF SURGICAL HOSPITAL LLC;01/01/2021;12/31/2021;13
520198;AURORA MEDICAL CENTER OF OSHKOSH;01/01/2021;12/31/2021;79
520202;MARSHFIELD MEDICAL CENTER WESTON;01/01/2021;12/31/2021;99
520205;MOSH;01/01/2021;12/31/2021;16
520206;AURORA MEDICAL CENTER - SUMMIT;01/01/2021;12/31/2021;99
520207;AURORA MEDICAL CENTER GRAFTON;01/01/2021;12/31/2021;132
520208;ST. MARYS JANESVILLE HOSPITAL;01/01/2021;12/31/2021;50
520210;MARSHFIELD MEDICAL CENTER-EAU CLAIRE;10/01/2020;9/30/2021;44
520212;MARSHFIELD MEDICAL CENTER-MINOCQUA;01/01/2021;12/31/2021;19
520213;FROEDTERT HLTH NEIGHORHOOD HOSP LLC;12/22/2020;6/30/2021;16
520213;FROEDTERT HLTH NEIGHORHOOD HOSP LLC;07/01/2021;6/30/2022;32
521300;ASPIRUS EAGLE RIVER HOSPITAL;07/01/2021;6/30/2022;14
521302;MCHS OAKRIDGE;01/01/2021;12/31/2021;18
521303;THEDACARE MED CTR - WILD ROSE;01/01/2021;12/31/2021;25
521304;ST. JOSEPHS HEALTH SERVICES;01/01/2021;12/31/2021;25
521305;MCHS-FRANCISCAN SPARTA;01/01/2021;12/31/2021;25
521307;ADVENTHEALTH DURAND;01/01/2021;12/31/2021;25
521308;AMERY REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;35
521309;MOUNDVIEW MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
521310;ST CLARE MEMORIAL HOSPITAL  INC;07/01/2021;6/30/2022;22
521311;ASPIRUS STANLEY HOSPITAL;07/01/2021;6/30/2022;24
521312;MEMORIAL HOSPITAL OF LAFAYETTE CTY;01/01/2021;12/31/2021;25
521313;ASPIRUS TOMAHAWK HOSPITAL;07/01/2021;6/30/2022;15
521314;MCHS-CHIPPEWA VALLEY;01/01/2021;12/31/2021;25
521315;MCHS NORTHLAND;01/01/2021;12/31/2021;25
521316;TRI-COUNTY MEMORIAL HOSPITAL  INC.;01/01/2021;12/31/2021;60
521317;ASCENSION CALUMET HOSPITAL;07/01/2021;6/30/2022;25
521318;LADD MEMORIAL HOSPTIAL;01/01/2021;12/31/2021;25
521319;EDGERTON HOSPITAL & HEALTH SERVICES;01/01/2021;12/31/2021;16
521320;TOMAH MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
521321;RIPON MEDICAL CENTER;01/01/2021;12/31/2021;15
521322;GRANT REGIONAL HEALTH CENTER  INC.;01/01/2021;12/31/2021;25
521323;MARSHFIELD MEDICAL CENTER NEILLSVILL;01/01/2021;12/31/2021;25
521324;ASPIRUS MEDFORD HOSPITAL AND CLINICS;07/01/2021;6/30/2022;150
521325;FLAMBEAU HOSPITAL MCHS;01/01/2021;12/31/2021;25
521326;THEDACARE MEDICAL CENTER-NEW LONDON;01/01/2021;12/31/2021;25
521327;WAUPUN MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
521328;MARSHFIELD MEDICAL CENTER-LADYSMITH;01/01/2021;12/31/2021;25
521328;MARSHFIELD MEDICAL CENTER-LADYSMITH;10/01/2020;12/31/2020;25
521329;ST MARYS HOSPITAL SUPERIOR;07/01/2021;6/30/2022;16
521330;PRAIRIE DU CHIEN MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
521331;BURNETT MEDICAL CENTER  INC;10/01/2020;9/30/2021;75
521332;SPOONER HEALTH SYSTEM;04/01/2021;3/31/2022;20
521333;BLACK RIVER MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
521334;THEDACARE MEDICAL CENTER - WAUPACA;01/01/2021;12/31/2021;25
521335;HUDSON HOSPITAL;01/01/2021;12/31/2021;25
521336;HAYWARD AREA MEMORIAL HOSPITAL;04/01/2021;3/31/2022;75
521337;ST CROIX REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;25
521338;PRAIRIE RIDGE HEALTH  INC.;10/01/2020;9/30/2021;25
521339;ASPIRUS MERRILL HOSPITAL;07/01/2021;6/30/2022;12
521340;MCHS-RED CEDAR;01/01/2021;12/31/2021;25
521341;THE RICHLAND HOSPITAL  INC;01/01/2021;12/31/2021;25
521342;INDIANHEAD MEDICAL CENTER;01/01/2021;12/31/2021;25
521343;STOUGHTON HOSPITAL ASSOCIATION;10/01/2020;9/30/2021;27
521344;MEMORIAL HOSPITAL OF BOSCOBEL;01/01/2021;12/31/2021;25
521345;WESTFIELDS HOSPITAL;01/01/2021;12/31/2021;25
521346;THEDACARE MEDICAL CENTER - SHAWANO;01/01/2021;12/31/2021;25
521347;WESTERN WISCONSIN HEALTH;10/01/2020;9/30/2021;25
521348;VERNON MEMORIAL HOSPITAL;10/01/2020;9/30/2021;29
521349;RIVER FALLS AREA HOSPITAL;01/01/2021;12/31/2021;25
521350;ASPIRUS LANGLADE HOSPITAL;07/01/2021;6/30/2022;25
521351;REEDSBURG AREA MEDICAL CENTER;10/01/2020;9/30/2021;25
521352;UPLAND HILLS HEALTH;10/01/2020;9/30/2021;69
521353;CUMBERLAND MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
521354;SOUTHWEST HEALTH CENTER;07/01/2021;6/30/2022;35
521355;THEDACARE-BERLIN;01/01/2021;12/31/2021;62
521356;OCONTO HOSPITAL & MEDICAL CENTER;10/01/2020;9/30/2021;10
521357;MERCY WALWORTH HOSPITAL;07/01/2021;6/30/2022;25
521358;DOOR COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;55
521359;MEMORIAL MEDICAL CENTER  INC.;10/01/2020;9/30/2021;35
522005;LAKEVIEW SPECIALTY HOSPT & REHAB;01/01/2021;12/31/2021;55
522006;SSH - MILWAUKEE;11/01/2020;10/31/2021;63
522008;SSH -MADISON;06/01/2021;5/31/2022;58
523025;ASCENSION SACRED HEART REHABILITATIO;07/01/2021;6/30/2022;15
523027;REHABILITATION HOSPITAL OF WISCONSIN;01/01/2021;12/31/2021;40
523028;UW HEALTH REHABILITATION HOSPITAL;01/01/2021;12/31/2021;50
523300;CHILDRENS WISCONSIN;01/01/2021;12/31/2021;298
523302;CHILDRENS HOSPITAL OF WI-FOX VALLEY;01/01/2021;12/31/2021;42
524000;AURORA PSYCHIATRIC HOSPITAL;01/01/2021;12/31/2021;96
524001;MILWAUKEE CTY MENTAL HEALTH COMPLEX;01/01/2021;12/31/2021;120
524002;WINNEBAGO MENTAL HEALTH INSTITUTE;07/01/2021;6/30/2022;330
